BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO;BAGGING;ACBAGG;FPBAGG;FNBAGG;F1BAGG
SADY;SAD, SADY;[SADY];0;1;2;0.0;[SADY];0;1;2;0.0;[SAD, SADY, SETE, SUED];1;3;1;0.333333333333;[CEDIR, CEDYR, CID, EUCIDEA, SAD, SADY, SUED, ZAIDE, ZIED];1;8;1;0.181818181818;[SADY];0;1;2;0.0;[CID, SAD, SADY, SUED];1;3;1;0.333333333333;[SAD, SADY];1;1;1;0.5;[SAD, SADY];1;1;1;0.5
SELUTA;SELUTA,CELUTA;[SELUTA];1;0;1;0.666666666667;[SELUTA];1;0;1;0.666666666667;[SELUTA, SYLDY];1;1;1;0.5;[CELESTE, CELITA, CELUTA, CHRISTIAN, SELUTA, ZELITA, ZORITA];2;5;0;0.444444444444;[SELUTA];1;0;1;0.666666666667;[CELITA, CELUTA, SELUTA];2;1;0;0.8;[CELUTA, SELUTA];2;0;0;1.0;[SELUTA, CELUTA];2;0;0;1.0
SHIRLEI;SHIRLEI,SHIRLEY;[SHIRLEI];1;0;1;0.666666666667;[SHIRLEI];1;0;1;0.666666666667;[SHIRLEI, SHIRLEY];2;0;0;1.0;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];2;52;0;0.0714285714286;[SHIRLEI, SHIRLEY];2;0;0;1.0;[CIRILO, SHIRLEI, SHIRLEY];2;1;0;0.8;[SHIRLEI, SHIRLEY];2;0;0;1.0;[SHIRLEI, SHIRLEY];2;0;0;1.0
SIDALIA;CIDALIA,SIDALIA;[SIDALIA];1;0;1;0.666666666667;[SIDALIA];1;0;1;0.666666666667;[SIDALIA, STELA, STELLA];1;2;1;0.4;[CIDALIA, ESDRA, ESDRAS, ISDRA, IZIDORO, SIDALIA, SODRE, SUDARIA, SUDARIO];2;7;0;0.363636363636;[SIDALIA];1;0;1;0.666666666667;[CIDALIA, SIDALIA];2;0;0;1.0;[CIDALIA, SIDALIA];2;0;0;1.0;[SIDALIA, CIDALIA];2;0;0;1.0
SIDNEI;SIDNEI,SIDNEY,SYDNEY;[SIDNEI];1;0;2;0.5;[SIDNEI];1;0;2;0.5;[SIDINEA, SIDNEI, SIDNEY, SIDONIO, STENIO, SYDNEY];3;3;0;0.666666666667;[ACEDINA, ACEDINO, SIDINEA, SIDNEI, SIDNEY, SIDONIO, SYDNEY];3;4;0;0.6;[SIDNEI, SIDNEY, SYDNEY];3;0;0;1.0;[SIDINEA, SIDNEI, SIDNEY, SIDONIO, SYDNEY];3;2;0;0.75;[SIDNEI, SIDNEY, SYDNEY];3;0;0;1.0;[SYDNEY, SIDNEY, SIDNEI];3;0;0;1.0
SILAS;SILAS,SILLAS,CILAS,ZILA, ZILAH;[SILAS];1;0;4;0.333333333333;[SILAS];1;0;4;0.333333333333;[SILAS, SILLAS];2;0;3;0.571428571429;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];4;50;1;0.135593220339;[SILAS, SILLAS, ZILA, ZILAH];3;1;2;0.666666666667;[CELIS, CELSO, CILAS, SILAS];2;2;3;0.444444444444;[CELIS, CELSO, CILAS, SILAS, SILLAS];3;2;2;0.6;[CELIS, SILLAS, CILAS, SILAS];3;1;2;0.666666666667
SILMARA;SIUMARA;[];0;0;1;0.0;[];0;0;1;0.0;[SOLIMAR];0;1;1;0.0;[ZULMIRA, ZULMIRO];0;2;1;0.0;[];0;0;1;0.0;[SIUMARA];1;0;0;1.0;[ZULMIRA];0;1;1;0.0;[];0;0;1;0.0
SILVIO;SYLVIO,SILVIO;[SILVIO];1;0;1;0.666666666667;[SILVIO];1;0;1;0.666666666667;[SALVIO, SILVIA, SILVIO, SYLVIA, SYLVIO];2;3;0;0.571428571429;[SALVIO, SERVA, SILVIA, SILVIO, SOLIVAN, SYLVIA, SYLVIO];2;5;0;0.444444444444;[SILVIO, SYLVIO];2;0;0;1.0;[SALVIO, SILVIA, SILVIO, SYLVIA, SYLVIO];2;3;0;0.571428571429;[SALVIO, SILVIO, SYLVIO];2;1;0;0.8;[SILVIO, SYLVIO, SALVIO];2;1;0;0.8
SIMAO;SIMAO, SIMEAO;[SIMAO];1;0;1;0.666666666667;[SIMAO];1;0;1;0.666666666667;[SIMAO, SIMEAO, SONIA];1;2;1;0.4;[ACIONE, ACIONIL, ARMANDO, ARMENI, ARMENIA, ARMINDA, ARMINDO, ASCENDINO, AZEMAR, CEMI, CENY, CEOMAR, CEOMY, ERMINDA, ERMINIO, ERMY, EUSIMAR, HERMES, HERMINDA, HERMINIA, HERMINIO, HOSANA, HOSANAH, ISMAEL, ISMAIL, ISMAR, ORCINA, ORMANDINA, ORMEU, ORMI, ORMINDO, ORMY, ORSINO, OSMAN, OSMAR, OSMIR, SAMIR, SAMUEL, SANDER, SANDI, SCHENA, SIMAO, SIMEAO, SINAIR, SONIA, SORMANE, SUZANA, YOSHIMI, ZAUNIR, ZENAIR, ZENI, ZENO, ZENON, ZENOR, ZIMAR];1;54;1;0.0350877192982;[SIMAO];1;0;1;0.666666666667;[CEMI, CEOMY, SIMAO, SIMEAO];1;3;1;0.333333333333;[SIMAO];1;0;1;0.666666666667;[SIMAO];1;0;1;0.666666666667
SINESIO;SINESIO,SINEZIO;[SINESIO];1;0;1;0.666666666667;[SINESIO];1;0;1;0.666666666667;[SANCHA, SINESIO, SINEZIO];2;1;0;0.8;[SANCHA, SINESIO, SINEZIO];2;1;0;0.8;[SINESIO, SINEZIO];2;0;0;1.0;[SINESIO, SINEZIO];2;0;0;1.0;[SINESIO, SINEZIO];2;0;0;1.0;[SINESIO, SINEZIO];2;0;0;1.0
SINVAL;SINVAL, SYNVAL;[SINVAL];1;0;1;0.666666666667;[SINVAL];1;0;1;0.666666666667;[SINVAL, SYNVAL];1;1;1;0.5;[SANDOVAL, SINVAL, SYNVAL];1;2;1;0.4;[SINVAL, SYNVAL];1;1;1;0.5;[SINVAL, SYNVAL];1;1;1;0.5;[SINVAL, SYNVAL];1;1;1;0.5;[SINVAL, SYNVAL];1;1;1;0.5
SOFIA;SOPHIA;[];0;0;1;0.0;[];0;0;1;0.0;[SAVIO, SOPHIA];1;1;0;0.666666666667;[SOPHIA];1;0;0;1.0;[SOPHIA];1;0;0;1.0;[];0;0;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0
STELA;STELA,STELLA,ESTELA;[STELA, STELIDA];1;1;2;0.4;[STELA, STELIDA];1;1;2;0.4;[SIDALIA, STELA, STELLA];2;1;1;0.666666666667;[ASTERIO, ATILA, ATILIO, ESTELA, EUSTELA, ITALO, OCTILIA, ORTILEU, OTILIA, OTILIO, STELA, STELLA, TULEUS, TULIO];3;11;0;0.352941176471;[STELA, STELLA];2;0;1;0.8;[STELA];1;0;2;0.5;[STELA, STELLA];2;0;1;0.8;[STELLA, STELA];2;0;1;0.8
SUELI;SUELI,SUELY;[SUELI];1;0;1;0.666666666667;[SUELI];1;0;1;0.666666666667;[SAUL, SAULO, SHEILA, SUELI, SUELY];2;3;0;0.571428571429;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];2;52;0;0.0714285714286;[SUELI, SUELY];2;0;0;1.0;[CELI, CELIA, CELIO, CELY, CILEIA, SHEILA, SUELI, SUELY];2;6;0;0.4;[SUELI, SUELY];2;0;0;1.0;[SUELI, SUELY];2;0;0;1.0
SULIVAN;SOLIVAN;[];0;0;1;0.0;[];0;0;1;0.0;[SALVINA, SALVINO, SILVANI, SILVANO, SILVINO, SOLIVAN];1;5;0;0.285714285714;[SALVIO, SERVA, SILVIA, SILVIO, SOLIVAN, SYLVIA, SYLVIO];1;6;0;0.25;[];0;0;1;0.0;[SOLIVAN];1;0;0;1.0;[SOLIVAN];1;0;0;1.0;[SOLIVAN];1;0;0;1.0
TADEU;TADEU, THADEU;[TADEU];1;0;1;0.666666666667;[TADEU];1;0;1;0.666666666667;[TADEU, TED, THADEU, TITO];1;3;1;0.333333333333;[ALTAIDE, ATAIDE, ATHAIDE, ATHAYDE, TADEU, TED, THADEU];1;6;1;0.222222222222;[TADEU, THADEU];1;1;1;0.5;[TADEU, THADEU];1;1;1;0.5;[TADEU];1;0;1;0.666666666667;[TADEU, THADEU];1;1;1;0.5
TANIA;TANHIA, TANIA;[TANIA];0;1;2;0.0;[TANIA];0;1;2;0.0;[TANHIA, TANIA];1;1;1;0.5;[ALTAMIR, ALTEMIO, ALTHEMIO, ALTINO, ARTEMIO, AUTHEMES, ETIENE, EUSTENE, HARTEMIO, ITAMAR, ITAMIR, STENIO, TANHIA, TANIA, TATIANO, TEOTONIO, THEOTONIO, THOMAZ, TIOTINA];1;18;1;0.0952380952381;[TANHIA, TANIA];1;1;1;0.5;[TANIA];0;1;2;0.0;[TANIA];0;1;2;0.0;[TANIA];0;1;2;0.0
TARCISIO;TARCISIO,TARCISO,TARCIZIO,TARCIZO;[TARCISIO];1;0;3;0.4;[TARCISIO];1;0;3;0.4;[TARCISIO, TARCÍSIO, TARCISO, TARCIZIO, TARCIZO, TERESA, TEREZA, THEREZA];4;4;0;0.666666666667;[ATARCISO, TARCISIO, TARCÍSIO, TARCISO, TARCIZIO, TARCIZO, TASSO];4;3;0;0.727272727273;[TARCISIO, TARCÍSIO, TARCIZIO];2;1;2;0.571428571429;[TARCISIO, TARCISO, TARCIZIO, TARCIZO];4;0;0;1.0;[TARCISIO, TARCÍSIO, TARCIZIO];2;1;2;0.571428571429;[TARCÍSIO, TARCISIO, TARCIZIO];2;1;2;0.571428571429
TEOTONIO;TEOTONIO, THEOTONIO;[TEOTONIO];1;0;1;0.666666666667;[TEOTONIO];1;0;1;0.666666666667;[TATIANO, TEOTONIO, THEOTONIO, TIOTINA];1;3;1;0.333333333333;[ALTAMIR, ALTEMIO, ALTHEMIO, ALTINO, ARTEMIO, AUTHEMES, ETIENE, EUSTENE, HARTEMIO, ITAMAR, ITAMIR, STENIO, TANHIA, TANIA, TATIANO, TEOTONIO, THEOTONIO, THOMAZ, TIOTINA];1;18;1;0.0952380952381;[TEOTONIO, THEOTONIO];1;1;1;0.5;[TATIANO, TEOTONIO, THEOTONIO, TIOTINA];1;3;1;0.333333333333;[TEOTONIO];1;0;1;0.666666666667;[THEOTONIO, TEOTONIO];1;1;1;0.5
TERESA;TERESA,TEREZA,THEREZA;[];0;0;3;0.0;[TERESA];1;0;2;0.5;[TARCISIO, TARCÍSIO, TARCISO, TARCIZIO, TARCIZO, TERESA, TEREZA, THEREZA];3;5;0;0.545454545455;[TERESA, TEREZA, THALLYSSON, THEREZA];3;1;0;0.857142857143;[TERESA, TEREZA, THEREZA];3;0;0;1.0;[TERESA, TEREZA, THEREZA];3;0;0;1.0;[TERESA, TEREZA];2;0;1;0.8;[TERESA, THEREZA, TEREZA];3;0;0;1.0
TERESINHA;TERESINHA,THEREZINHA,THERESINHA,TEREZINHA;[TERESINHA];1;0;3;0.4;[TERESINHA];1;0;3;0.4;[TERESINHA, TEREZINHA, THERESINHA, THEREZINHA, TRAJANO];4;1;0;0.888888888889;[TERESINHA, TEREZINHA, THERESINHA, THEREZINHA];4;0;0;1.0;[TERESINHA, TEREZINHA, THERESINHA, THEREZINHA];4;0;0;1.0;[TERESINHA, TEREZINHA, THERESINHA, THEREZINHA];4;0;0;1.0;[TERESINHA, TEREZINHA];2;0;2;0.666666666667;[TERESINHA, THERESINHA, TEREZINHA, THEREZINHA];4;0;0;1.0
THELMA;THELMA,TELMA;[THELMA, THELMO];1;1;1;0.5;[THELMA, THELMO];1;1;1;0.5;[TAILYNE, TELMA, TELMO, THELMA, THELMO];2;3;0;0.571428571429;[ARTELINO, ESTELAMAR, OTELINA, OTELINO, TAILYNE, TELMA, TELMO, THELMA, THELMO];2;7;0;0.363636363636;[TELMA, THELMA];2;0;0;1.0;[TELMA, TELMO, THELMA, THELMO];2;2;0;0.666666666667;[THELMA, THELMO];1;1;1;0.5;[THELMO, TELMA, THELMA];2;1;0;0.8
THELMO;THELMO,TELMO;[THELMA, THELMO];1;1;1;0.5;[THELMA, THELMO];1;1;1;0.5;[TAILYNE, TELMA, TELMO, THELMA, THELMO];2;3;0;0.571428571429;[ARTELINO, ESTELAMAR, OTELINA, OTELINO, TAILYNE, TELMA, TELMO, THELMA, THELMO];2;7;0;0.363636363636;[TELMO, THELMO];2;0;0;1.0;[TELMA, TELMO, THELMA, THELMO];2;2;0;0.666666666667;[THELMA, THELMO];1;1;1;0.5;[TELMO, THELMO, THELMA];2;1;0;0.8
TIAGO;TIAGO,THIAGO,TIHAGO;[TIAGO];1;0;2;0.5;[TIAGO];1;0;2;0.5;[TASSO, THAIS, THIAGO, TIAGO, TIHAGO];3;2;0;0.75;[THIAGO, TIAGO, TIHAGO];3;0;0;1.0;[THIAGO, TIAGO, TIHAGO];3;0;0;1.0;[THIAGO, TIAGO, TIHAGO];3;0;0;1.0;[TIAGO];1;0;2;0.5;[TIHAGO, TIAGO, THIAGO];3;0;0;1.0
TOBIAS;TOBIAS,TOBBIAS;[TOBIAS];1;0;1;0.666666666667;[TOBIAS];1;0;1;0.666666666667;[TOBBIAS, TOBIAS];2;0;0;1.0;[ESTEBAN, TOBBIAS, TOBIAS];2;1;0;0.8;[TOBBIAS, TOBIAS];2;0;0;1.0;[TOBIAS];1;0;1;0.666666666667;[TOBBIAS, TOBIAS];2;0;0;1.0;[TOBIAS, TOBBIAS];2;0;0;1.0
VALDEMAR;VALDEMAR, WALDEMAR;[VALDEMAR, VALDEMIR];1;1;1;0.5;[VALDEMAR, VALDEMIR];1;1;1;0.5;[VALDEMAR, VALDEMIR, VALDINER, VALDOMIRO, VLADIMIR];1;4;1;0.285714285714;[VALDEMAR, VALDEMIR, VALDINER, VALDINEY, VEREDIANA, VEREDINA, VLADIMIR, WALDEMAR, WALDEMIR, WALDINEY];1;9;1;0.166666666667;[VALDEMAR, WALDEMAR];1;1;1;0.5;[VALDEMAR, VALDEMIR, VLADIMIR];1;2;1;0.4;[VALDEMAR, WALDEMAR];1;1;1;0.5;[WALDEMAR, VALDEMAR];1;1;1;0.5
VALDILENE, VALDIRENE;VALDILENE, VALDIRENE;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0;[];0;0;2;0.0
VALDINEY;VALDINEY, WALDINEY,VALDINER;[VALDINEY];1;0;2;0.5;[VALDINEY];1;0;2;0.5;[VALDINEY];1;0;2;0.5;[VALDEMAR, VALDEMIR, VALDINER, VALDINEY, VEREDIANA, VEREDINA, VLADIMIR, WALDEMAR, WALDEMIR, WALDINEY];2;8;1;0.307692307692;[VALDINEY, WALDINEY];1;1;2;0.4;[VALDINEY];1;0;2;0.5;[VALDINEY, WALDINEY];1;1;2;0.4;[WALDINEY, VALDINEY];1;1;2;0.4
VALDOMIRO;VALDOMIRO, WALDEMIRO, WALDOMIRO,WALDEMIR;[VALDOMIRO];1;0;3;0.4;[VALDOMIRO];1;0;3;0.4;[VALDEMAR, VALDEMIR, VALDINER, VALDOMIRO, VLADIMIR];1;4;3;0.222222222222;[VALDOMIRO, WALDEMIRO, WALDOMIRO];1;2;3;0.285714285714;[VALDOMIRO, WALDOMIRO];1;1;3;0.333333333333;[VALDOMIRO];1;0;3;0.4;[VALDOMIRO, WALDEMIRO, WALDOMIRO];1;2;3;0.285714285714;[WALDOMIRO, VALDOMIRO];1;1;3;0.333333333333
VALMIR;VALMIR, VALMY, WALMIR, WALMYR,WOLMYR;[VALMAR, VALMIR];1;1;4;0.285714285714;[VALMAR, VALMIR];1;1;4;0.285714285714;[VALMAR, VALMIR, VOLMAR, VOLMIR];1;3;4;0.222222222222;[AVELINO, VALERIANO, VALMAR, VALMIR, VALMY, VILMA, VIRANDINO, VOLMAR, VOLMIR, WALMIR, WALMOR, WALMYR, WERNER, WILMA, WILMON, WLAMAR, WOLMAR, WOLMYR, WOLNEY];2;17;3;0.166666666667;[VALMIR, VALMY, WALMIR, WALMYR];1;3;4;0.222222222222;[VALMAR, VALMIR, VOLMAR, VOLMIR];1;3;4;0.222222222222;[VALMIR, WALMIR, WALMYR];1;2;4;0.25;[WALMYR, VALMIR, WALMIR];1;2;4;0.25
VALQUIRIA;VALQUIRIA, WALQUIRIA;[VALQUIRIA];1;0;1;0.666666666667;[VALQUIRIA];1;0;1;0.666666666667;[VALQUIRIA];1;0;1;0.666666666667;[VALQUIRIA, WALQUIRIA];1;1;1;0.5;[VALQUIRIA, WALQUIRIA];1;1;1;0.5;[VALQUIRIA];1;0;1;0.666666666667;[VALQUIRIA, WALQUIRIA];1;1;1;0.5;[WALQUIRIA, VALQUIRIA];1;1;1;0.5
VALTER;VALTER, WALTER, WALTHER;[VALTER];1;0;2;0.5;[VALTER];1;0;2;0.5;[VALDEIR, VALDERIA, VALDIR, VALTAIR, VALTER, VALTUIR];1;5;2;0.222222222222;[EVERTON, EWERTON, HEVERTON, IVETE, IVETH, IVETTE, VALTAIR, VALTER, VALTUIR, VARTEIR, VICTO, VICTOR, VITAL, VITOR, WALTER, WALTHER, WELTON, WERTHER, WEVERTON, WILTON, YVETE, YVETTE];1;21;2;0.08;[VALTER, WALTER, WALTHER];1;2;2;0.333333333333;[VALTAIR, VALTER, VALTUIR];1;2;2;0.333333333333;[VALTER, WALTER];1;1;2;0.4;[VALTER, WALTER];1;1;2;0.4
VANDA;VANDA,WANDA;[VANDA, VANDER, VANDIR];1;2;1;0.4;[VANDA, VANDEIR, VANDER, VANDIR];1;3;1;0.333333333333;[VANDA];1;0;1;0.666666666667;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];2;28;0;0.125;[VANDA, WANDA];2;0;0;1.0;[VANDA];1;0;1;0.666666666667;[VANDA, WANDA];2;0;0;1.0;[WANDA, VANDA];2;0;0;1.0
VANDER;VANDER, WANDER;[VANDA, VANDER, VANDIR];1;2;1;0.4;[VANDA, VANDEIR, VANDER, VANDIR];1;3;1;0.333333333333;[VANDEIR, VANDER, VANDIR, VANTUIR];1;3;1;0.333333333333;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];1;29;1;0.0625;[VAGNER, VANDER, WAGNER, WANDER, WANDERCY];1;4;1;0.285714285714;[VANDEIR, VANDER, VANDIR];1;2;1;0.4;[VANDEIR, VANDER, VANDIR, WANDER];1;3;1;0.333333333333;[VANDEIR, VANDER, VANDIR, WANDER];1;3;1;0.333333333333
VANDERLEI;VANDERLEI,WANDERLEI,WANDERLEY,WENDERLEY;[VANDERLEI, VANDERLI];1;1;3;0.333333333333;[VANDERLEI, VANDERLI];1;1;3;0.333333333333;[VANDARLY, VANDERLEI, VANDERLI];1;2;3;0.285714285714;[EVANDRO, EVANIRA, VANDARLY, VANDERLEI, VANDERLI, WANDERLEA, WANDERLEI, WANDERLEY, WANYLLE, WENDELL, WENDERLEY];4;7;0;0.533333333333;[VANDERLEI, WANDERLEI, WANDERLEY];3;0;1;0.857142857143;[VANDARLY, VANDERLEI, VANDERLI];1;2;3;0.285714285714;[VANDARLY, VANDERLEI, VANDERLI, WANDERLEI, WANDERLEY];3;2;1;0.666666666667;[WANDERLEY, VANDARLY, VANDERLEI, VANDERLI, WANDERLEI];3;2;1;0.666666666667
VANDERLUCIO;VANDERLUCIO, WANDERLUCIO;[VANDERLUCIO];1;0;1;0.666666666667;[VANDERLUCIO];1;0;1;0.666666666667;[VANDERLUCIO];1;0;1;0.666666666667;[IVANILSON, VANDELSON, VANDERLUCIO, VANILSON, VANILZE, WANDERLUCIO];1;5;1;0.25;[VANDERLUCIO, WANDERLUCIO];1;1;1;0.5;[VANDERLUCIO];1;0;1;0.666666666667;[VANDERLUCIO, WANDERLUCIO];1;1;1;0.5;[WANDERLUCIO, VANDERLUCIO];1;1;1;0.5
VANIA;VANIA,WANIA;[VANI, VANIA];1;1;1;0.5;[VANI, VANIA];1;1;1;0.5;[VANI, VANIA, VANIO, VENINA];1;3;1;0.333333333333;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];2;28;0;0.125;[VANIA, WANIA];2;0;0;1.0;[VANI, VANIA, VANIO];1;2;1;0.4;[VANIA, WANIA];2;0;0;1.0;[WANIA, VANIA];2;0;0;1.0
VANTUIR;VANTUIL, VANTUIR, WANTUIL, WANTUIR;[VANTUIR];0;1;4;0.0;[VANTUIR];0;1;4;0.0;[VANDEIR, VANDER, VANDIR, VANTUIR];0;4;4;0.0;[EVANETE, EVANILTON, EVONETE, IVANETE, IVANITA, IVONETE, VANTUIL, VANTUIR, VENILTON, WANTUIL, WANTUIR, WENILTON, YVONETE];1;12;3;0.117647058824;[VANTUIL, VANTUIR, WANTUIL, WANTUIR];1;3;3;0.25;[VANTUIR];0;1;4;0.0;[VANTUIR, WANTUIR];0;2;4;0.0;[VANTUIR, WANTUIR];0;2;4;0.0
VENILTON;VENILTON, WENILTON;[VENILTON];1;0;1;0.666666666667;[VENILTON];1;0;1;0.666666666667;[VENILTON];1;0;1;0.666666666667;[EVANETE, EVANILTON, EVONETE, IVANETE, IVANITA, IVONETE, VANTUIL, VANTUIR, VENILTON, WANTUIL, WANTUIR, WENILTON, YVONETE];1;12;1;0.133333333333;[VENILTON, WENILTON];1;1;1;0.5;[VENILTON];1;0;1;0.666666666667;[VENILTON, WENILTON];1;1;1;0.5;[VENILTON, WENILTON];1;1;1;0.5
VINICIUS;VENICIUS, VINICIUS,VENICIO;[VINICIUS];0;1;3;0.0;[VINICIUS];0;1;3;0.0;[VENANCIO, VENICIO, VENICIUS, VINICIUS];2;2;1;0.571428571429;[VANDERSON, VENANCIO, VENICIO, VENICIUS, VINICIUS, WANDERSON, WEMERSON, WENDERSON];2;6;1;0.363636363636;[VINICIUS];0;1;3;0.0;[VENICIUS, VINICIUS];1;1;2;0.4;[VENICIUS, VINICIUS];1;1;2;0.4;[VENICIUS, VINICIUS];1;1;2;0.4
VITOR;VICTO, VICTOR, VITOR;[VITOR];0;1;3;0.0;[VITOR, VITORIA];0;2;3;0.0;[VITOR, VITORIA, VITORIO];0;3;3;0.0;[EVERTON, EWERTON, HEVERTON, IVETE, IVETH, IVETTE, VALTAIR, VALTER, VALTUIR, VARTEIR, VICTO, VICTOR, VITAL, VITOR, WALTER, WALTHER, WELTON, WERTHER, WEVERTON, WILTON, YVETE, YVETTE];1;21;2;0.08;[VICTO, VICTOR, VITOR, WILTON];1;3;2;0.285714285714;[VICTOR, VITOR];0;2;3;0.0;[VITOR];0;1;3;0.0;[VITOR, VICTOR];0;2;3;0.0
VITORIA;VICTORIA, VITORIA;[VITORIA];0;1;2;0.0;[VITOR, VITORIA];0;2;2;0.0;[VITOR, VITORIA, VITORIO];0;3;2;0.0;[VALTERLEI, VICTORIA, VICTORIO, VITORIA, VITORIO];1;4;1;0.285714285714;[VICTORIA, VITORIA];1;1;1;0.5;[VICTORIA, VICTORIO, VITORIA, VITORIO];1;3;1;0.333333333333;[VITORIA];0;1;2;0.0;[VITORIA, VICTORIA];1;1;1;0.5
VIVALDO;VIOVALDO, VIVALDO;[VIVALDO];0;1;2;0.0;[VIVALDO];0;1;2;0.0;[VIOVALDO, VIVALDO];1;1;1;0.5;[AVERALDO, EVALDO, EVERALDO, EVERARDO, EWALDO, IVALDO, VALDECI, VALDEIR, VALDIR, VALDO, VALDY, VILDA, VIOVALDO, VIVALDO, WALDA, WALDECY, WALDIR, WALDYR, WILDA, WILDES];1;19;1;0.0909090909091;[VIVALDO];0;1;2;0.0;[VIOVALDO, VIVALDO];1;1;1;0.5;[EVALDO, EWALDO, IVALDO, VALDO, VIOVALDO, VIVALDO];1;5;1;0.25;[VIOVALDO, VIVALDO];1;1;1;0.5
VOLMAR;VOLMAR, WOLMAR;[VOLMAR, VOLMIR];1;1;1;0.5;[VOLMAR, VOLMIR];1;1;1;0.5;[VALMAR, VALMIR, VOLMAR, VOLMIR];1;3;1;0.333333333333;[AVELINO, VALERIANO, VALMAR, VALMIR, VALMY, VILMA, VIRANDINO, VOLMAR, VOLMIR, WALMIR, WALMOR, WALMYR, WERNER, WILMA, WILMON, WLAMAR, WOLMAR, WOLMYR, WOLNEY];1;18;1;0.0952380952381;[VOLMAR, WOLMAR];1;1;1;0.5;[VALMAR, VALMIR, VOLMAR, VOLMIR];1;3;1;0.333333333333;[VOLMAR, WOLMAR];1;1;1;0.5;[WOLMAR, VOLMAR];1;1;1;0.5
